ISBN-16,Title,Author,Co-authors,Year,Fiction Flag,Genre,Subgenre,Paperback Flag,Price
978-555-0-32177-423-6,Need to Know,Stacey Qadar,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-424-3,Ready Or Not,Queridita Washington,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-425-0,When the Bough Breaks,Earla O'Donnell,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-426-7,The Killer,Ian McGillicuddygillyblarp,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-427-4,All Ye Faithful,Slasa Thompson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-428-1,Quick Notes: English Translations of Japanese Haiku,Songlian Wu,,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-429-8,Complications,Uwe Schmidt,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-430-4,Ninth Inning Miracle,Alice Pieszecki,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-431-1,Standards of Conduct,Ursula St. Frank,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-432-8,Each of Us Angels,Hannah Housemont,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-433-5,Friendly Fire,Charlesetta Romaine,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-434-2,Heart and Soul,Nina Hao,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-435-9,Star Trek: Plight of the Cogenitors,Jesús María Peña,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-436-6,Empty Quiver,Wanda Wrzszczek,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-437-3,Fortunate Son,Raymonda Tovey-Johnson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-438-0,"Illustrated Kama Sutra, Pandemic Edition","Dr. Romancepreet Kaur, M.D.",,2020,Nonfiction,Health,Sexuality,Paperback,$18.99
978-555-0-32177-439-7,Second Acts,Clotilda Florida,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-440-3,Quick Notes: Arthur Miller,Songlian Wu,,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-441-0,Ice Queen,Olla Hammoud,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-442-7,Meltdown,Vina Leonards,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-443-4,"Lawyers, Guns and Money",Clara Maria Hernandez,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-444-1,Pas de Deux,James Albertson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-445-8,A Tangled Web,Laana Suomi,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-446-5,Shifting Sands,Susan Puffinsberger,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-447-2,The One That Got Away,Flora Molinari,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-448-9,Touchdown,Walking Bear,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-449-6,Play All 48 Minutes,Alice Pieszecki,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-450-2,Star Trek: Lost in Translation,Jesús María Peña,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-451-9,Back in the Saddle,Mohammad bin Kadar,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-452-6,Love Affair at Pearl Cove,Marge Simpson,,2020,Fiction,Romance,Historical,Paperback,$18.99
978-555-0-32177-453-3,Close Quarters,Francisca Fioretti,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-454-0,_TITLE_,Peter Parker,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-455-7,Posse Comitatus,Zainab Zamorra,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-456-4,The Boast,Jessica Ha,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-457-1,Murder in the Mile High Club,Sharona Fleming,,2020,Fiction,Mystery,Detective,Paperback,$18.99
978-555-0-32177-458-8,_TITLE_,Brenda Starr,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-459-5,Pulse Rate,Lewis Monkson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-460-1,A Merry Little Christmas,Vernee Jefferson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-461-8,Quick Notes: Gilbert & Sullivan,Songlian Wu,,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-462-5,Good Intentions,Frank Port,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-463-2,Crashed,Quentis Vargas,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-464-9,Persian Gulf,Aaron Dean Morgan,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-465-6,A Girl's Best Friend,Kirsten McGullenwallengullen,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-466-3,Take It Like a Man,Tiana Reyes-Blenderson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-467-0,What If...,Clara Thomas,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-468-7,Hard Time,Xavier Roman,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-469-4,Fighting Words,Tatiana Volkmann,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-470-0,Coming Home,Marlbir Singh,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-471-7,Trojan Horse,Yara McSam,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-472-4,Hail and Farewell,Ilona Zdrowa,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-473-1,Corporate Raiders,Sharon Moreland,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-474-8,Retrial,Bertram Stamps,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-475-5,Star Trek: Section 31: False Flag,Jesús María Peña,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-476-2,A Whole New Ballgame,Larry Eagleby,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-477-9,This Just In,Vina Leonards,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-478-6,One Big Boat,James Woolbinder,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-479-3,Love Across the Stars,George McFly,,2020,Fiction,Science fiction,,Paperback,$18.99
978-555-0-32177-480-9,_TITLE_,Quincy Washington,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-481-6,_TITLE_,Gabriela Goodwin,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-482-3,_TITLE_,Quincy Quonsett,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-483-0,_TITLE_,Antonio Puentes,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-484-7,Quick Notes: A Tale of Two Cities,Songlian Wu,,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-485-4,_TITLE_,Kimberly Chen,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-486-1,Camp Delta,Tamara Thunberg,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-487-8,There Goes the Neighborhood,Carla Moulton,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-488-5,The Man on the Bridge,Martina Dobranovača,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-489-2,Automatic for the People,Walter Miller,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-490-8,Twelve Angry Women,Gloorga Vrpz,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-491-5,Two Towns,Raul Fernandez,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-492-2,Unknown Soldier,Blanca Valles,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-493-9,A Dream Team,Lala Morgenstern,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-494-6,Fair Winds and Following Seas,Violetta Summers,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-495-3,_TITLE_,Adaeza Igbo,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-496-0,_TITLE_,Yesenia Booker,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-497-7,_TITLE_,Ursula St. Frank,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-498-4,_TITLE_,Osiris Washington,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-499-1,Star Trek: Tal Shiar: False Flag,Jesús María Peña,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-500-4,_TITLE_,Zelda Washington,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-501-1,_TITLE_,Jill MacWoolgoolga,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-502-8,_TITLE_,Trudy Zhang,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-503-5,_TITLE_,Clara Maria Hernandez,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-504-2,_TITLE_,Mary Elizabeth Sims,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-505-9,_TITLE_,Wilma Porter,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-506-6,_TITLE_,Julietta Kolmogorovna,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-507-3,_TITLE_,Aria Jones,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-508-0,_TITLE_,James Albertson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-509-7,Star Trek: Obsidian Order: False Flag,Jesús María Peña,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-510-3,The Cage,Hannah Housemont,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-511-0,The Man Trap,Robert Robertson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-512-7,Charlie,Aria Jones,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-513-4,Quick Notes: The Red Badge of Courage,Songlian Wu,,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-514-1,Naked Time,Barbara Quincy,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-515-8,The Enemy Within,Laurie Ikamura,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-516-5,A Tax Prepaper's Adventure Undercover,Ulysses M. Grant,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-517-2,What Are Little Girls Made of?,Dominique Halpern,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-518-9,Miri,Norma Blackfeather,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-519-6,A Dagger of the Mind,Xander Boustrophedon,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-520-2,The Chromite Maneuver,Henderson Jones,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-521-9,The Basics of Process Control in Industrial Engineering,Sonia Gomez,,2020,Nonfiction,Engineering,,Paperback,$18.99
978-555-0-32177-522-6,The Menagerie,Cza Bukowna,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-523-3,Conscience of the King,Maria Knoblauch,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-524-0,Balance of Terror,Wanda Polska,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-525-7,Shore Leave,Ikechukwu Oleyowololo,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-526-4,The Squire,Zainab Hsien,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-527-1,Arena,Viviana Soon,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-528-8,Yesterday Is Tomorrow,Paul Varjoon,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-529-5,Quick Notes: The Canterbury Tales,Songlian Wu,,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-530-1,Court-Martial,Alma Soughgren,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-531-8,Return of the Archers,Kira Jones,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-532-5,Armageddon,Ursa Cellentani,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-533-2,This Side of Paradise,Dorabella Morgan,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-534-9,Devil in the Dark,Norah Pass Jackson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-535-6,Errand of Mercy,Xenia Johnson Jackson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-536-3,Alternate Factors,Thomas Thomason,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-537-0,A City on the Edge,Michelle Watson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-538-7,Deep Six: The Continuing Adventures of L. J. Tibbs,Timothy McGee,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-539-4,Star Trek: A Wrong Turn at Albuquerque,Jesús María Peña,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-540-0,Operation: Blank,Imogen Imhoffe,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-541-7,Amok!,Susan Seabridges,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-542-4,Adonais,Charlesetta Romaine,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-543-1,_TITLE_,Mattie Hayward,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-544-8,Quick Notes: The Bell Jar,Songlian Wu,,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-545-5,The Changeling,Mahmoud bin Kabul,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-546-2,"Mirror, Mirror",Everett Colthorp,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-547-9,The Apple,Otoña Guzman,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-548-6,Doomsday,Yara Stiller,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-549-3,Cat's Paw,Iona Da,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-550-9,Metamorphosis,Tina Tao,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-551-6,On the Way to Babel,Diana Bayerstumpfen,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-552-3,Friday's Child,Nuria Grzsza,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-553-0,Star Trek: The Whale in the Nebula,Jesús María Peña,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-554-7,A Deadly Year,Xena Bullworth-Campanella,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-555-4,Obsession,Obinna Phillips,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-556-1,The Wolf and the Shepherd Dog,Zainab Hsien,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-557-8,Gamesters,Fauna Laquandisha Jones,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-558-5,A Piece of the Action,Quentisetta Rollins,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-559-2,Diplomatic Immunity,Brenda Michael Wooster,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-560-8,Private Wars,Laana Suomi,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-561-5,Back Tomorrow,Viola Reese Davies,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-562-2,Star Trek: The Sign of the Prophets,William Gold,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-563-9,Patterns of Flight,Elizabeth Mary Corning,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-564-6,A Rose by Any Other Name,Olivia Bruner Stern,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-565-3,The Omega Variant,Yolanda Burridge Green,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-566-0,The Penultimate Computer,Richard Richardson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-567-7,Bread and Circuses,Susan Puffinsberger,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-568-4,Assignment: Wisconsin,Zainab Mohammed,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-569-1,The Incident,Susan Puffinsberger,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-570-7,"Jack Cannon, Boy Detective, and the Case of the Vatican Cameos",Alice Tanner,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-571-4,Quick Notes: David Copperfield,Songlian Wu,,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-572-1,Is There in Truth No Beauty?,Jack Jackson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-573-8,Shadow of the Gun,Taylor Tuck,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-574-5,The Day of the Dove,Umberto Underhill,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-575-2,Hollow World,David Sanders,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-576-9,The Web,Nina Hao,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-577-6,Stepkids,Valeria Lopez,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-578-3,In the Wink of an Eye,Fanny Michaelson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-579-0,_TITLE_,Paula Petroni,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-580-6,The Empath,Zachariah ben Haim,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-581-3,Star Trek: Journey to Memory Gamma,Jesús María Peña,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-582-0,Whom Gods Destroy,Justina Madison,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-583-7,The Battlefield,Ursula Svensson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-584-4,Gideon,Ewa Krzszmzczukowna,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-585-1,Survivors,Olga Walker,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-586-8,The Lights of Zagreb,Yana Rostropova,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-587-5,Requiem,N'namdi Ebunolowa,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-588-2,Eden,Alma Czerna,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-589-9,Quick Notes: Oliver Twist,Songlian Wu,,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-590-5,Head in the Clouds,Golda Racorzkrzsza,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-591-2,Behind the Curtain,Stacey Qadar,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-592-9,Yesterday,Cipriano Dillings,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-593-6,The Intruder,Mara O'Leary,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-594-3,Encounter in the Distance,Winter Johnson,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-595-0,In the Here and Now,Franco Parlangeli,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-596-7,Code of Honor,Paloma Jackson Gomez,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-597-4,The Outpost,Zlata Korona,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-598-1,Loneliness,Harry Harrison,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-599-8,Justice,Zainab Mohammed,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-600-1,"Jack Cannon, Boy Detective, and the Case of Forged Rothko",Alice Tanner,,2020,Fiction,Mystery,Detective,Paperback,$18.99
978-555-0-32177-601-8,Star Trek: The Call of Kahless,Jesús María Peña,,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-602-5,The Battle,Kevin Kilmer,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-603-2,Hide and Seek,Umberto Underhill,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-604-9,Haven,Susan Seabridges,,2020,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-605-6,Quick Notes: Nabokov's English Novels,Songlian Wu,,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-606-3,A Tome of Forgotten Lore,Emilio Gonzales,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-607-0,Angel,Olivia Kalmus,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-608-7,A Binary Choice,Wanda Wrzszczek,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-609-4,A Short Season,Glurga Zpanak,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-610-0,When the Bough Breaks,Queen Lewiston,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-611-7,Home Court Advantage,Allison Guzman,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-612-4,Coming of Age,Lando Calrissian Watson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-613-1,Glory,Vana Soo,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-614-8,Star Trek: Python Pact: Tuvix Reborn,Jesús María Peña,,2021,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-615-5,The Arsenal,Flora Molinari,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-616-2,Symbiosis,Pliska Miro,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-617-9,We'll Always Have Paris,Zaara Pratap,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-618-6,Conspiracy,Oscar Martinez,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-619-3,No Man's Land,Billiam Postopoli,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-620-9,The Child,Hillary Yee,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-621-6,Land of Silence,Tom Bull,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-622-3,Elementary Deductions,Daria Wallace,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-623-0,The Outrageous O'Brian,Nina Owolofoyeku,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-624-7,Deafening Silence,Xavier Samuelson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-625-4,Stalinoid Scherzo,Gloria Robinson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-626-1,A Matter of Honor,Queridita Washington,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-627-8,Unnatural Selection,Pav Cnossen,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-628-5,Measure of Men,Sally Sallinen,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-629-2,The Dauphin,Gustavo Vargas y Kohler,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-630-8,Contagion,Bernie Backhaus,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-631-5,Battle Royale,Luther Landingham,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-632-2,Waiting for the Bus at Times Square,Valerie Vandeen,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-633-9,Icarus,Franca Llanez,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-634-6,Pen Pals,Petra Taranu,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-635-3,Who This?,Xena Jones,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
